Date,Open,High,Low,Close,Adj Close,Volume
11/1/07,34.509998,34.709999,30.68,33.150002,28.840109,219617300
12/1/07,33.060001,33.5,31.709999,32.279999,28.083218,193431800
1/1/08,32.32,32.630001,26.299999,29.84,26.240885,311584700
2/1/08,30.75,33.23,30.049999,32.41,28.500908,273015700
3/1/08,32.610001,32.709999,30.049999,31.379999,27.595139,228129500
4/1/08,31.52,33.029999,29.57,32.43,28.518496,253682300
5/1/08,32.450001,35.02,32.419998,33.599998,29.547377,265545100
6/1/08,33.5,34.709999,31.139999,31.200001,27.43685,304091100
7/1/08,30.91,31.77,28.549999,30.35,26.689369,346983800
8/1/08,30.5,33.419998,29.83,32.349998,28.448143,238231600
9/1/08,32.740002,34.849998,29.25,30.690001,26.988361,335173700
10/1/08,30.299999,31.059999,21.25,25.91,22.784895,462241800
11/1/08,25.85,26.24,18.6,22.52,19.803776,390996800
12/1/08,22.040001,26.1,20.27,22.690001,19.953276,341523600
1/1/09,22.76,24.83,19.950001,20.68,18.458298,278390800
2/1/09,20.08,20.790001,16.42,16.77,14.96836,399424800
3/1/09,16.48,19.139999,15.14,18.16,16.20903,365733300
4/1/09,17.92,22.57,17.84,21.9,19.547232,356457800
5/1/09,21.76,26.290001,21.120001,24.219999,21.617989,329523500
6/1/09,24.83,25.639999,22.549999,23.33,20.823603,230511000
7/1/09,23.5,26.84,22.049999,25.120001,22.421299,281638600
8/1/09,25.52,27.299999,24.889999,26.040001,23.242458,242643100
9/1/09,25.889999,28.68,25.25,27.459999,24.509909,284735300
10/1/09,27.76,29.98,26.84,27.370001,24.429579,237933500
11/1/09,27.379999,30.93,27.01,30.219999,26.973392,241033300
12/1/09,30.440001,32.75,30.299999,32.25,28.785305,237870600
1/1/10,32.5,32.75,28.709999,29.549999,26.679535,232174700
2/1/10,29.6,31.52,28.99,31.24,28.205368,230552400
3/1/10,31.4,35.599998,31.34,34.91,31.518869,306740800
4/1/10,35.07,37.490002,35.009998,36.84,33.261387,237911900
5/1/10,36.950001,37.98,31,33.419998,30.173607,381609800
6/1/10,33.060001,35.830002,31.360001,31.5,28.440113,288582900
7/1/10,31.469999,34.799999,30.719999,33.689999,30.417377,227267000
8/1/10,34.139999,35.41,31.549999,32.540001,29.379089,225905800
9/1/10,33,34.990002,32.68,33.099998,29.884691,214082100
10/1/10,33.299999,36.52,33.080002,36.130001,32.620361,235383500
11/1/10,36.209999,38,35.150002,36.509998,32.963448,277550300
12/1/10,37.150002,37.990002,36.509998,37.509998,33.866306,157233100
1/1/11,37.740002,40,37.619999,38.869999,35.478046,196560600
2/1/11,39.040001,44.049999,39.040001,43.740002,39.92308,248538800
3/1/11,43.630001,44.34,40.419998,43.09,39.329807,213021500
4/1/11,43.23,43.380001,40.459999,43.099998,39.338928,147489900
5/1/11,43.470001,44.130001,40.549999,41.630001,37.997211,219206400
6/1/11,41.529999,41.59,37.189999,39.040001,35.633217,235019900
7/1/11,39.150002,40.970001,38.459999,38.619999,35.24987,217774800
8/1/11,38.73,38.75,29.6,34.060001,31.087793,491399200
9/1/11,34.09,34.330002,29.049999,30.16,27.528124,278302800
10/1/11,30.030001,36.599998,28.190001,34.880001,31.836235,237605600
11/1/11,34.43,37.419998,33.279999,35.849998,32.721588,302233800
12/1/11,36.029999,37.799999,34.509998,37.5,34.227604,191766800
1/1/12,37.970001,40.25,37.939999,38.900002,36.101669,211135700
2/1/12,39.25,42.369999,38.560001,41.990002,38.969376,202164000
3/1/12,42.130001,44.5,41.700001,43.779999,40.630619,190630500
4/1/12,43.59,44,40.880001,43.110001,40.008808,136072000
5/1/12,43.18,46.099998,42.84,45.709999,42.42178,235329800
6/1/12,45.150002,48.950001,44.139999,48.5,45.011074,202963900
7/1/12,48.619999,50.540001,46.849998,49.139999,45.605038,177535700
8/1/12,49.330002,50.650002,48.130001,49.470001,45.911297,175338200
9/1/12,49.52,53.400002,49.23,52.279999,48.51915,162824600
10/1/12,52.310001,53.150002,48.799999,49.119999,45.586472,159711500
11/1/12,49.279999,50.990002,46.529999,49.66,46.087624,218866700
12/1/12,49.77,51.060001,48.549999,49.790001,46.208275,159328600
1/1/13,50.799999,54.869999,50.18,53.880001,50.771931,186436300
2/1/13,54.18,55.950001,53.41,54.59,51.440979,183387500
3/1/13,54.310001,57.82,54.299999,56.799999,53.523491,135853800
4/1/13,56.889999,63.25,56.150002,62.84,59.215076,181634900
5/1/13,62.880001,67.889999,62.799999,63.080002,59.441231,202249600
6/1/13,63.060001,65.550003,61.82,63.150002,59.507195,151203100
7/1/13,63.84,67.360001,62.57,64.650002,60.920666,132449900
8/1/13,65.160004,67.160004,60.41,60.830002,57.321022,161728900
9/1/13,61.419998,67.650002,60.52,64.489998,60.769894,207271000
10/1/13,64.370003,69.870003,63.099998,68.589996,64.633385,149885600
11/1/13,68.709999,71.690002,66.720001,70.540001,66.470901,127300800
12/1/13,70.790001,76.540001,68.800003,76.400002,71.992859,139787700
1/1/14,76.040001,76.839996,71.120003,72.610001,69.266197,144225600
2/1/14,72.660004,81.589996,69.849998,80.809998,77.08857,159959800
3/1/14,80.300003,83.650002,77.279999,80.07,76.38266,147818100
4/1/14,80.389999,82.849998,76.309998,79.339996,75.686264,141470400
5/1/14,79.349998,84.389999,79.209999,84.010002,80.141212,135289000
6/1/14,84.269997,86.07,81.800003,85.739998,81.79155,129981800
7/1/14,85.809998,87.629997,84.870003,85.879997,81.925102,120676600
8/1/14,85.389999,91.139999,85.209999,89.879997,85.740883,119719000
9/1/14,90.18,91.199997,87.360001,89.029999,84.930031,112146900
10/1/14,89.080002,91.980003,78.540001,91.379997,87.171806,196405200
11/1/14,91.239998,92.959999,88.650002,92.510002,88.249779,129883200
12/1/14,92.629997,95.93,90.129997,94.190002,89.852409,145232700
1/1/15,94.910004,96.43,90.830002,90.959999,87.874016,139464200
2/1/15,91.300003,105.980003,90.059998,104.080002,100.548897,149274300
3/1/15,104.349998,108.940002,102.870003,104.889999,101.331413,127270200
4/1/15,105.43,111.660004,104.25,108.720001,105.031471,118661800
5/1/15,109.949997,113.300003,107.669998,110.370003,106.625496,121202700
6/1/15,111.480003,115.279999,107.650002,114.139999,110.267593,132393900
7/1/15,114.949997,120.720001,114.269997,120,115.92878,128309300
8/1/15,120.879997,122.080002,90,101.879997,98.995956,408933900
9/1/15,99.309998,105.949997,97.769997,102.199997,99.3069,191007200
10/1/15,102.970001,115.400002,99.879997,113.739998,110.520226,159816200
11/1/15,114.489998,120.650002,110.809998,113.470001,110.257874,193900600
12/1/15,114.150002,115.470001,104.300003,105.080002,102.105377,228548000
1/1/16,103.120003,103.43,90.419998,95.82,93.704353,222720400
2/1/16,95.080002,97,86.25,95.519997,93.410973,207193800
3/1/16,95.900002,100.370003,95.529999,99.309998,97.117294,142983000
4/1/16,98.800003,105.599998,95.800003,103.260002,100.980087,149167200
5/1/16,103.300003,106.75,97.510002,99.220001,97.029289,175227200
6/1/16,98.669998,100.959999,94,97.82,95.660194,154873400
7/1/16,97.75,100.800003,95.82,95.949997,93.831482,129109600
8/1/16,96.150002,99.269997,94.160004,94.459999,93.045403,186488400
9/1/16,94.730003,94.959999,91.190002,92.860001,91.469368,164551100
10/1/16,92.470001,94.400002,90.32,92.690002,91.30191,139341100
11/1/16,92.779999,100.290001,91.660004,99.120003,97.635628,187468800
12/1/16,99.129997,106.260002,98.25,104.220001,102.659241,177569400
1/1/17,105.300003,111.050003,105.209999,110.650002,109.832932,146524500
2/1/17,110.709999,111.989998,108.580002,110.089996,109.277069,130193900
3/1/17,110.660004,113.709999,110.040001,113.389999,112.552704,128977500
4/1/17,113.18,116.099998,112.040001,115.599998,114.746384,97200100
5/1/17,115.589996,115.610001,105.230003,107.940002,107.142944,173480500
6/1/17,107.730003,108.639999,103.169998,106.25,105.465424,168352500
7/1/17,106.760002,110.190002,102.720001,109.93,109.118248,114387900
8/1/17,109.980003,110.830002,100.5,101.199997,101.199997,196823600
9/1/17,101.650002,102.550003,96.199997,98.57,98.57,192634400
10/1/17,99.309998,100.980003,96.800003,98.040001,98.040001,130541500